,location,total_cases,total_deaths,total_vaccinations,total_tests
478,Argentina,5058544.0,112753.0,34558306.0,20133517.0
479,Argentina,5071428.0,112929.0,34988933.0,20241492.0
480,Argentina,5084568.0,113075.0,35403143.0,20356460.0
481,Argentina,5092056.0,113188.0,35681452.0,20424245.0
482,Argentina,5097074.0,113267.0,35843228.0,20470433.0
483,Argentina,5109314.0,113448.0,36234480.0,20568582.0
484,Argentina,5121137.0,113624.0,36605183.0,20664033.0
485,Argentina,5131695.0,113772.0,37018119.0,20767778.0
486,Argentina,5142974.0,113919.0,37410810.0,20867993.0
487,Argentina,5151945.0,114056.0,37827812.0,20968774.0
488,Argentina,5156378.0,114111.0,38084510.0,21041050.0
